LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
4535,Hawi,HI,96719,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/10/2020,Hawaii Community FCU,HI-02
4532,Kailua Kona,HI,96740,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,05/07/2020,First Hawaiian Bank,HI-02
4532,Honolulu,HI,96826,445110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/27/2020,Bank of Hawaii,HI-01
4530,Honolulu,HI,96815,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Bank of Hawaii,HI-01
4530,Kula,HI,96790,115115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Bank of Hawaii,HI-02
4525.64,Kapaa,HI,96746,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/03/2020,Celtic Bank Corporation,HI-02
4522.13,Kihei,HI,96753,485320,Corporation,Unanswered,Unanswered,Unanswered,,3,05/03/2020,Celtic Bank Corporation,HI-02
4519.91,Honolulu,HI,96814,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/08/2020,Celtic Bank Corporation,HI-01
4513.87,Lihue,HI,96766,485310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/29/2020,Kaua'i Government Employees' FCU,HI-02
4511,Waipahu,HI,96797,311612,Corporation,Unanswered,Unanswered,Unanswered,,5,04/29/2020,Cross River Bank,HI-01
4510,Pearl City,HI,96782,315210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,05/22/2020,First Hawaiian Bank,HI-01
4500,Kula,HI,96790,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/15/2020,First Hawaiian Bank,HI-02
4500,Honolulu,HI,96821,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/15/2020,Central Pacific Bank,HI-01
4500,Honolulu,HI,96816,541211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"American Savings Bank, FSB",HI-01
4500,Honolulu,HI,96815,561990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/05/2020,"American Savings Bank, FSB",HI-01
4500,Honolulu,HI,96815,448310,Corporation,Unanswered,Unanswered,Unanswered,,2,04/29/2020,"American Savings Bank, FSB",HI-01
4500,Honolulu,HI,96815,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/05/2020,Central Pacific Bank,HI-01
4500,Aiea,HI,96701,112910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/06/2020,Central Pacific Bank,HI-01
4500,Ewa Beach,HI,96706,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,04/10/2020,"American Savings Bank, FSB",HI-01
4500,Honolulu,HI,96816,446199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"American Savings Bank, FSB",HI-01
4500,Honolulu,HI,96814,621391,Corporation,Unanswered,Unanswered,Unanswered,,0,05/07/2020,Central Pacific Bank,HI-01
4500,Honolulu,HI,96817,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/11/2020,"American Savings Bank, FSB",HI-01
4500,Kapolei,HI,96707,423840,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,05/08/2020,"American Savings Bank, FSB",HI-02
4500,Honolulu,HI,96816,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/29/2020,"American Savings Bank, FSB",HI-01
4500,Honolulu,HI,96822,541340,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,Notre Dame FCU,HI-01
4500,Kealakekua,HI,96750,541213,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/09/2020,"American Savings Bank, FSB",HI-02
4500,Mililani,HI,96789,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/10/2020,Central Pacific Bank,HI-01
4500,Honolulu,HI,96817,722511,Corporation,Unanswered,Unanswered,Unanswered,,4,04/30/2020,"American Savings Bank, FSB",HI-01
4500,Honolulu,HI,96819,561499,Corporation,Unanswered,Unanswered,Unanswered,,2,04/05/2020,"American Savings Bank, FSB",HI-01
4500,Honolulu,HI,96813,448120,Corporation,Unanswered,Unanswered,Unanswered,,2,04/05/2020,Central Pacific Bank,HI-01
4500,Mililani,HI,96789,453998,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/11/2020,"American Savings Bank, FSB",HI-01
4500,Hilo,HI,96720,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/11/2020,"American Savings Bank, FSB",HI-02
4500,Honolulu,HI,96826,445310,Corporation,Asian,Female Owned,Non-Veteran,,3,04/30/2020,Ohana Pacific Bank,HI-01
4500,Kailua Kona,HI,96740,445120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/05/2020,Central Pacific Bank,HI-02
4500,Honolulu,HI,96817,453998,Corporation,Unanswered,Unanswered,Unanswered,,1,04/30/2020,First Hawaiian Bank,HI-01
4500,Kailua,HI,96734,561790,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/07/2020,Central Pacific Bank,HI-02
4500,Honolulu,HI,96814,423940,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/28/2020,Central Pacific Bank,HI-01
4500,Aiea,HI,96701,531390,Partnership,Unanswered,Unanswered,Unanswered,,4,04/28/2020,Central Pacific Bank,HI-01
4500,Honolulu,HI,96813,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,Greater Nevada CU,HI-01
4500,Honolulu,HI,96813,523930,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Central Pacific Bank,HI-01
4500,Honolulu,HI,96819,453920,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/07/2020,"American Savings Bank, FSB",HI-01
4500,Hilo,HI,96720,811212,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/17/2020,Central Pacific Bank,HI-02
4500,Kahului,HI,96732,722515,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/01/2020,WebBank,HI-02
4500,Honolulu,HI,96818,611691,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,05/18/2020,"American Savings Bank, FSB",HI-01
4500,Aiea,HI,96701,541512,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Central Pacific Bank,HI-01
4500,Aiea,HI,96701,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/01/2020,HawaiiUSA FCU,HI-01
4500,Mililani,HI,96789,524298,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/02/2020,"American Savings Bank, FSB",HI-01
4500,Lihue,HI,96766,811111,Partnership,Unanswered,Unanswered,Unanswered,,0,05/02/2020,Central Pacific Bank,HI-02
4500,Honolulu,HI,96814,236115,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,04/15/2020,Central Pacific Bank,HI-01
4499.52,Kamuela,HI,96743,531311,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0,05/13/2020,Celtic Bank Corporation,HI-02
4499.32,Kealakekua,HI,96750,811490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/23/2020,Celtic Bank Corporation,HI-02
4495,Kailua Kona,HI,96740,541611,Independent Contractors,Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii,HI-02
4490,Honolulu,HI,96815,561520,Corporation,Unanswered,Unanswered,Unanswered,,2,04/27/2020,Bank of Hawaii,HI-01
4487.5,Kaneohe,HI,96744,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,05/07/2020,First Hawaiian Bank,HI-02
4480,Hilo,HI,96720,111421,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/08/2020,CU Hawaii FCU,HI-02
4477,Honolulu,HI,96839,711130,Corporation,Unanswered,Unanswered,Unanswered,,,06/03/2020,Bank of Hawaii,HI-01
4475,Pahoa,HI,96778,448140,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/27/2020,Bank of Hawaii,HI-02
4470,Honolulu,HI,96821,487210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/03/2020,Bank of Hawaii,HI-01
4466,Honolulu,HI,96814,611699,Independent Contractors,Unanswered,Unanswered,Unanswered,,,06/03/2020,Celtic Bank Corporation,HI-01
4464.57,Kekaha,HI,96752,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/30/2020,Kaua'i Government Employees' FCU,HI-02
4452,Kahului,HI,96732,445210,Partnership,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-02
4452,Honolulu,HI,96815,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/21/2020,Bank of Hawaii,HI-01
4450,Aiea,HI,96701,454390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,06/25/2020,HawaiiUSA FCU,HI-01
4450,Honolulu,HI,96822,621112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01
4448,Honolulu,HI,96821,531390,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,05/29/2020,"Kabbage, Inc.",HI-01
4445,Honolulu,HI,96825,485999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,07/17/2020,WebBank,HI-01
4440,Honolulu,HI,96825,339920,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01
4439,Kapaa,HI,96746,541990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/12/2020,Central Pacific Bank,HI-02
4437.5,Pearl City,HI,96782,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,First Hawaiian Bank,HI-01
4436,Honolulu,HI,96816,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,04/29/2020,First Hawaiian Bank,HI-01
4435,Honolulu,HI,96814,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,05/20/2020,Bank of Hawaii,HI-01
4432.46,Hilo,HI,96720,722513,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/30/2020,Celtic Bank Corporation,HI-02
4431,Kapolei,HI,96707,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,07/28/2020,"Kabbage, Inc.",HI-02
4430,Haleiwa,HI,96712,236118,Corporation,Unanswered,Unanswered,Unanswered,,3,04/29/2020,Bank of Hawaii,HI-02
4425,Honolulu,HI,96815,812112,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,04/29/2020,Central Pacific Bank,HI-01
4425,Wailuku,HI,96793,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/12/2020,Bank of Hawaii,HI-02
4411.65,Lanai City,HI,96763,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,Central Pacific Bank,HI-02
4411,Holualoa,HI,96725,541922,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/04/2020,Central Pacific Bank,HI-02
4402.5,Mililani,HI,96789,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/12/2020,First Hawaiian Bank,HI-01
4402,Hilo,HI,96720,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/28/2020,CU Hawaii FCU,HI-02
4402,Waikoloa,HI,96738,711510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/29/2020,Hawaii First FCU,HI-02
4400,Honolulu,HI,96817,611710,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/04/2020,Central Pacific Bank,HI-01
4400,Honolulu,HI,96826,561740,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/21/2020,Central Pacific Bank,HI-01
4400,Honolulu,HI,96825,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/21/2020,Central Pacific Bank,HI-01
4400,Pearl City,HI,96782,238310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/28/2020,Central Pacific Bank,HI-01
4400,Pearl City,HI,96782,445120,Corporation,Unanswered,Unanswered,Unanswered,,0,05/22/2020,Central Pacific Bank,HI-01
4400,Wailuku,HI,96793,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/29/2020,"American Savings Bank, FSB",HI-02
4400,Honolulu,HI,96814,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/16/2020,Central Pacific Bank,HI-01
4400,Honolulu,HI,96822,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/05/2020,Central Pacific Bank,HI-01
4400,Hilo,HI,96720,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/10/2020,Central Pacific Bank,HI-02
4400,Honolulu,HI,96825,711130,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"American Savings Bank, FSB",HI-01
4400,Honolulu,HI,96816,711510,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"American Savings Bank, FSB",HI-01
4400,Kihei,HI,96753,531390,Corporation,Unanswered,Unanswered,Unanswered,,1,05/07/2020,"Kabbage, Inc.",HI-02
4400,Waipahu,HI,96797,811121,Corporation,Unanswered,Unanswered,Unanswered,,1,04/12/2020,Central Pacific Bank,HI-01
4400,Kula,HI,96790,541410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/07/2020,"American Savings Bank, FSB",HI-02
4400,Wailuku,HI,96793,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/10/2020,Central Pacific Bank,HI-02
4400,Honolulu,HI,96826,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/30/2020,First Hawaiian Bank,HI-01
4400,Honolulu,HI,96814,541910,Corporation,Asian,Male Owned,Non-Veteran,,3,05/11/2020,Hawaii National Bank,HI-01
4400,Honolulu,HI,96813,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Central Pacific Bank,HI-01
4400,Honolulu,HI,96813,812112,Sole Proprietorship,White,Female Owned,Non-Veteran,,1,05/12/2020,Hawaii National Bank,HI-01
4400,Honolulu,HI,96813,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/14/2020,"American Savings Bank, FSB",HI-01
4400,Honolulu,HI,96817,561510,Corporation,Unanswered,Unanswered,Unanswered,,3,04/06/2020,"American Savings Bank, FSB",HI-01
4400,Honolulu,HI,96815,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/14/2020,"American Savings Bank, FSB",HI-01
4400,Honolulu,HI,96814,531390,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,1,04/28/2020,Ohana Pacific Bank,HI-01
4400,Honolulu,HI,96821,621310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/08/2020,Central Pacific Bank,HI-01
4400,Kailua,HI,96734,611610,Limited  Liability Company(LLC),American Indian or Alaska Native,Female Owned,Non-Veteran,,6,04/08/2020,Central Pacific Bank,HI-02
4400,Waianae,HI,96792,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/30/2020,"American Savings Bank, FSB",HI-02
4400,Pearl City,HI,96782,811111,Corporation,Unanswered,Unanswered,Unanswered,,0,05/01/2020,Central Pacific Bank,HI-01
4400,Honolulu,HI,96814,621340,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,1,04/15/2020,Central Pacific Bank,HI-01
4400,Honolulu,HI,96819,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,04/09/2020,Central Pacific Bank,HI-01
4400,Hilo,HI,96720,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,04/28/2020,"American Savings Bank, FSB",HI-02
4400,Honolulu,HI,96822,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/01/2020,"American Savings Bank, FSB",HI-01
4400,Honolulu,HI,96822,485999,Independent Contractors,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-01
4397,Wailuku,HI,96793,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/05/2020,Central Pacific Bank,HI-02
4396.18,Makawao,HI,96768,711510,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0,05/04/2020,Celtic Bank Corporation,HI-02
4392,Wailuku,HI,96793,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/13/2020,WebBank,HI-02
4390,Ewa Beach,HI,96706,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/11/2020,Bank of Hawaii,HI-01
4387,Waimea,HI,96796,448140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/08/2020,Bank of Hawaii,HI-02
4386,Princeville,HI,96722,999990,Partnership,Unanswered,Unanswered,Unanswered,,1,04/30/2020,First Hawaiian Bank,HI-02
4381.88,Kailua Kona,HI,96745,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/31/2020,Celtic Bank Corporation,HI-02
4378,Honolulu,HI,96814,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,05/03/2020,Cross River Bank,HI-01
4377.5,Lahaina,HI,96761,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,05/02/2020,First Hawaiian Bank,HI-02
4375,Hilo,HI,96720,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,Bank of Hawaii,HI-02
4370,Kilauea,HI,96754,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/04/2020,First Hawaiian Bank,HI-02
4369,Pahoa,HI,96778,541219,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,05/03/2020,"Kabbage, Inc.",HI-02
4367,Aiea,HI,96701,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,05/07/2020,First Hawaiian Bank,HI-01
4366,Hilo,HI,96720,334220,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,06/25/2020,"Kabbage, Inc.",HI-02
4365,Honolulu,HI,96819,453110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/03/2020,Bank of Hawaii,HI-01
4365,Hoolehua,HI,96729,541219,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,06/13/2020,"Kabbage, Inc.",HI-02
4364,Honolulu,HI,96830,621910,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,05/27/2020,"Kabbage, Inc.",HI-01
4362,Hilo,HI,96720,445299,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/27/2020,Bank of Hawaii,HI-02
4362,Honolulu,HI,96817,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/05/2020,Central Pacific Bank,HI-01
4360,Kailua Kona,HI,96740,812910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,07/30/2020,"Fundbox, Inc.",HI-02
4357,Honolulu,HI,96817,519120,Corporation,Unanswered,Unanswered,Unanswered,,2,05/03/2020,Cross River Bank,HI-01
4355,Honolulu,HI,96826,541219,Corporation,Unanswered,Unanswered,Unanswered,,2,05/08/2020,Bank of Hawaii,HI-01
4354,Kaneohe,HI,96744,813110,Corporation,Unanswered,Unanswered,Unanswered,,0,05/06/2020,Central Pacific Bank,HI-02
4354,Honolulu,HI,96825,711130,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,08/03/2020,"Kabbage, Inc.",HI-01
4347,Honolulu,HI,96815,621420,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/03/2020,Bank of Hawaii,HI-01
4345,Kapaa,HI,96746,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Bank of Hawaii,HI-02
4342,Wailuku,HI,96793,453998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,06/24/2020,WebBank,HI-02
4341.65,Kihei,HI,96753,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/11/2020,Celtic Bank Corporation,HI-02
4340,Honolulu,HI,96822,621340,Corporation,Unanswered,Unanswered,Unanswered,,0,05/12/2020,Central Pacific Bank,HI-01
4340,Kaneohe,HI,96744,722515,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,06/29/2020,HawaiiUSA FCU,HI-02
4339,Lihue,HI,96766,541410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/04/2020,Bank of Hawaii,HI-02
4332.5,Honokaa,HI,96727,541990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,07/15/2020,Hawaii Community FCU,HI-02
4330,Kaneohe,HI,96744,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/20/2020,Central Pacific Bank,HI-02
4326.04,Waikoloa,HI,96738,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,15,05/19/2020,First Hawaiian Bank,HI-02
4325,Honolulu,HI,96815,448150,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/11/2020,Bank of Hawaii,HI-01
4323.32,Kaneohe,HI,96744,524114,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,07/15/2020,"Prestamos CDFI, LLC",HI-02
4322,Wailuku,HI,96793,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,05/02/2020,First Hawaiian Bank,HI-02
4322,Aiea,HI,96701,561740,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Bank of Hawaii,HI-01
4312,Honolulu,HI,96816,711510,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,08/06/2020,"Kabbage, Inc.",HI-01
4312,Honolulu,HI,96814,424910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,06/18/2020,Intuit Financing Inc.,HI-01
4312,Kihei,HI,96753,115210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,05/02/2020,First Hawaiian Bank,HI-02
4310,Honolulu,HI,96813,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/22/2020,Central Pacific Bank,HI-01
4309.37,Anahola,HI,96703,423990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/29/2020,Gather FCU,HI-02
4306,Kamuela,HI,96743,541611,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/27/2020,Hawaii First FCU,HI-02
4306,Kailua Kona,HI,96740,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,06/08/2020,Central Pacific Bank,HI-02
4305,Kailua Kona,HI,96740,485310,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0,04/28/2020,Celtic Bank Corporation,HI-02
4305,Wailuku,HI,96793,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/03/2020,"Bank of America, National Association",HI-02
4304,Honolulu,HI,96822,999990,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,05/03/2020,Cross River Bank,HI-01
4301.78,Kihei,HI,96753,485310,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Celtic Bank Corporation,HI-02
4300,Honolulu,HI,96817,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,Central Pacific Bank,HI-01
4300,Pearl City,HI,96782,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/04/2020,Central Pacific Bank,HI-01
4300,Wailuku,HI,96793,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/04/2020,"American Savings Bank, FSB",HI-02
4300,Honolulu,HI,96813,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"American Savings Bank, FSB",HI-01
4300,Wailuku,HI,96753,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"American Savings Bank, FSB",HI-02
4300,Honolulu,HI,96817,423990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/10/2020,Central Pacific Bank,HI-01
4300,Keaau,HI,96749,111336,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/06/2020,Central Pacific Bank,HI-02
4300,Honolulu,HI,96813,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/16/2020,"American Savings Bank, FSB",HI-01
4300,Honolulu,HI,96822,812199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/29/2020,Central Pacific Bank,HI-01
4300,Honolulu,HI,96815,541310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/08/2020,"American Savings Bank, FSB",HI-01
4300,Kailua Kona,HI,96740,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/08/2020,Navy FCU,HI-02
4300,Kailua Kona,HI,96740,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"American Savings Bank, FSB",HI-02
4300,Kula,HI,96790,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/11/2020,"American Savings Bank, FSB",HI-02
4300,Haiku,HI,96708,454111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-02
4300,Wailuku,HI,96793,611519,Professional Association,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-02
4300,Honolulu,HI,96815,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/13/2020,"American Savings Bank, FSB",HI-01
4300,Hawi,HI,96719,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/06/2020,"American Savings Bank, FSB",HI-02
4300,Lihue,HI,96766,722515,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,04/06/2020,"American Savings Bank, FSB",HI-02
4300,Honolulu,HI,96821,541921,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,Central Pacific Bank,HI-01
4300,Honolulu,HI,96813,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/14/2020,Central Pacific Bank,HI-01
4300,Honolulu,HI,96817,926150,Corporation,Unanswered,Unanswered,Unanswered,,1,04/07/2020,Central Pacific Bank,HI-01
4300,Honolulu,HI,96816,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/19/2020,Central Pacific Bank,HI-01
4300,Honolulu,HI,96817,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/01/2020,Central Pacific Bank,HI-01
4300,Honolulu,HI,96814,453220,Sole Proprietorship,Asian,Male Owned,Non-Veteran,,2,06/08/2020,Ohana Pacific Bank,HI-01
4300,Honolulu,HI,96814,561510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/02/2020,Central Pacific Bank,HI-01
4300,Wahiawa,HI,96786,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Central Pacific Bank,HI-02
4298.24,Kahuku,HI,96731,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/03/2020,Celtic Bank Corporation,HI-02
4293,Kihei,HI,96753,454390,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/23/2020,"Kabbage, Inc.",HI-02
4292.5,Kailua Kona,HI,96745,444220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/05/2020,Hawaii Community FCU,HI-02
4290,Waipahu,HI,96797,517210,Partnership,Unanswered,Unanswered,Unanswered,,2,05/03/2020,Cross River Bank,HI-01
